capítulo,texto,#palavras,#unicas,#pontos_interrogacao,#pontos_exclamacao,#nomes,#adjectivos,#adverbios,#verbos,diversidade_lexical,densidade_lexical,sentimento,sent_score,summarizador
CAPÍTULO X,"Ficaste sem os bezerros; mas lá virá o tempo em que ele te dê bois a troco dos bezerros. — Eu não fiz isto por interesse, meu pai. — atalhou ela ressentida. — Olha o milagre!",33,31,0,1,8,1,2,5,16,48.484848484848484,NEUTRAL,0.5850390791893005,"Vá para o futuro, meu pai."
CAPÍTULO X,"Isso sei eu; mas, como diz lá o ditado: quem semeia colhe.",12,12,0,0,1,0,1,4,6,50.0,NEUTRAL,0.4655088484287262,Semeia colhendo.
CAPÍTULO X,"Mariana ficou pensativa, e disse para si mesma: — Ainda bem que ele não pode pensar de mim o que o meu pai pensa.",23,21,0,0,1,2,3,5,11,47.82608695652174,NEUTRAL,0.6790022253990173,A resposta dele foi simples:
CAPÍTULO X,Deus sabe que não tenho nenhumas esperanças interesseiras no que fiz.,11,10,0,0,1,1,1,3,6,54.54545454545455,NEUTRAL,0.43323543667793274,Não tenha esperanças em Deus.
CAPÍTULO X,"Simão chamou o ferrador, e disse-lhe: — Meu caro João, se eu não tivesse dinheiro, aceitava sem repugnância os seus favores, e creio que vossemecê mos faria sem esperança de ganhar com eles; mas, como recebi esta quantia, há de consentir que eu lhe dê parte dela para os meus alimentos.",50,44,0,0,8,1,1,12,22,44.0,NEUTRAL,0.7344621419906616,"O seu amigo João, disse-lhe: — O seu amigo João, se você não tivesse dinheiro, aceitava sem repugnância os seus favores."
CAPÍTULO X,"Motivos de gratidão a dívidas que se não pagam, ainda me ficam muitos para nunca me esquecer de si e da sua boa filha.",24,22,0,0,4,1,3,3,11,45.833333333333336,NEUTRAL,0.47717952728271484,Agradeça a Deus pelo tempo que você passa com a sua boa filha.
CAPÍTULO X,"Tome este dinheiro. — As contas fazem-se no fim — respondeu o ferrador, retirando a mão — e ninguém nos há de ouvir, se Deus quiser.",23,23,0,0,5,0,0,7,12,52.17391304347826,NEUTRAL,0.6349435448646545,O ferrador de dinheiro vai pagar a conta e não nos pagará mais.
CAPÍTULO X,"Se eu precisar de dinheiro, cá virei.",7,7,0,0,1,0,1,2,4,57.142857142857146,NEUTRAL,0.49034014344215393,Se você precisar de dinheiro
CAPÍTULO X,"Por agora, ainda está a capoeira cheia de galinhas, e o pão coze-se todas as semanas. — Mas aceite — instou Simão — e dê-lhe a aplicação que quiser. — Em minha casa ninguém dá leis senão eu — respondeu mestre João, com simulado enfadamento. — Guarde lá o seu dinheiro, fidalgo, e não falemos mais nisso, se quer que o negócio vá direito até ao fim.",61,55,0,0,15,1,6,11,33,54.09836065573771,NEUTRAL,0.4123695492744446,"Com a capoeira cheia de galinhas, o pão coze-se com frequência. Se quiser, aceite a aplicação."
CAPÍTULO X,E victo- serio!,3,3,0,1,1,1,0,0,2,66.66666666666667,NEUTRAL,0.478028804063797,Abra
CAPÍTULO X,"Nos cinco dias que se seguiram Simão recebeu regularmente cartas de Teresa, umas resignadas e confortadoras, outras escritas na violência exasperada da saudade, numa dizia: O meu pai deve saber que estás aí, e enquanto aí estiveres, decerto me não tira do convento.",43,40,0,0,8,0,6,9,23,53.48837209302326,NEGATIVE,0.4014662802219391,"E assim por diante, Simão recebeu cartas de Teresa."
CAPÍTULO X,"Seria bom que fosses para Coimbra, e deixássemos o meu pai esquecer os últimos acontecimentos.",15,15,0,0,2,2,0,2,6,40.0,POSITIVE,0.337282657623291,"Se vocês não quiserem ir para Coimbra, e deixássemos"
CAPÍTULO X,"Senão, meu querido, nem ele me dá liberdade, nem sei como hei de fugir deste inferno.",16,15,0,0,2,1,2,4,9,56.25,NEUTRAL,0.5834094882011414,Não se esqueça de que não é isso que você quer
CAPÍTULO X,Não fazes ideia o que é um convento!,8,8,0,1,2,0,1,1,4,50.0,NEGATIVE,0.5258505940437317,Não se esqueça de
CAPÍTULO X,"Se eu pudesse fazer do meu coração um sacrifício a Deus, teria de procurar uma atmosfera menos viciosa que esta.",20,20,0,0,3,1,1,4,9,45.0,POSITIVE,0.3769383430480957,"Se você pudesse fazer do seu coração um sacrifício a Deus, não teria que fazer do seu coração"
CAPÍTULO X,"Creio que em toda a parte se pode orar e ser virtuosa, menos neste convento.",15,15,0,0,2,1,1,3,7,46.666666666666664,NEUTRAL,0.40788733959198,Ore e seja virtuosa.
CAPÍTULO X,"Noutra carta exprimia-se assim: Não me deixes, Simão; não vás para Coimbra.",12,12,0,0,1,0,3,3,7,58.333333333333336,NEUTRAL,0.7179878354072571,Diga ao seu amigo que não se deixes
CAPÍTULO X,Receio que o meu pai me queira mudar deste convento para outro mais rigoroso.,14,14,0,0,2,1,1,3,7,50.0,NEGATIVE,0.48882028460502625,Receba que o meu pai me queira mudar deste convento
CAPÍTULO X,Uma freira disse-me que eu não ficava aqui; outra afirmou-me positivamente que o pai estava a preparar a minha ida para um mosteiro do Porto.,25,23,0,0,4,0,3,5,12,48.0,NEGATIVE,0.7170628309249878,Vá para um mosteiro do Porto.
CAPÍTULO X,"O que me aterroriza sobretudo, mas que não me desanima, é saber que o intento do meu pai é fazer-me professar.",21,17,0,0,2,0,2,5,9,42.857142857142854,NEGATIVE,0.5818295478820801,Não me desanima.
CAPÍTULO X,"Por mais que imagine violências e tiranias, nenhuma vejocapaz de me arrancar os votos.",14,14,0,0,4,0,1,2,7,50.0,NEUTRAL,0.4669150114059448,Não vejocapaz de me arrancar votos.
CAPÍTULO X,"Eu não posso professar sem ser noviça durante um ano, e ir às afirmações três vezes; hei de responder sempre que não.",22,21,0,0,4,0,3,5,12,54.54545454545455,NEGATIVE,0.41763702034950256,Não posso professar sem ser noviça durante um ano.
CAPÍTULO X,Se eu pudesse fugia daqui!,5,5,0,1,0,0,1,2,3,60.0,NEUTRAL,0.5078324675559998,Se você pudesse fu
CAPÍTULO X,"Ontem fui até à cerca, e lá vi uma porta que dá para a estrada.",15,15,0,0,2,0,3,2,7,46.666666666666664,NEGATIVE,0.38179805874824524,Vim até a cerca e vim até a estrada.
CAPÍTULO X,Soube que algumas vezes aquela porta se abre para entrarem carros de lenha; mas infelizmente não se torna a abrir até ao princípio do Inverno.,25,24,0,0,6,0,2,5,13,52.0,NEGATIVE,0.6215336918830872,Saiba que algumas portas se abrem para carros de lenha.
CAPÍTULO X,"Se não puder ser antes, meu Simão, fugirei nessa altura.",10,10,0,0,1,0,2,3,6,60.0,NEUTRAL,0.5398267507553101,"Se não puder ser antes, meu Simão"
CAPÍTULO X,"Tiveram, entretanto, bom e pronto êxito as diligências de Tadeu de Albuquerque.",12,11,0,0,2,2,0,1,5,41.666666666666664,NEUTRAL,0.3668587803840637,"A Tadeu de Albuquerque, com seu apoio, conseguiu obter"
CAPÍTULO X,"A prelada de Monchique, religiosa de sumas virtudes, pensando que a filha do seu primo, muito devota e com amor a Deus se recolhia ao mosteiro por vontade própria, preparou-lhe casa, e congratulou-se com a tão piedosa resolução da sobrinha.",40,35,0,0,10,5,2,4,21,52.5,NEGATIVE,0.39996543526649475,"A prelada de Monchique, religiosa de suma virtudes, é uma prelada de virtudes, pois ela é devota e com amor a Deus, que se recolhia ao mosteiro"
CAPÍTULO X,"A carta congratulatória não a recebeu Teresa, porque fora parar à mão do seu pai.",15,15,0,0,3,1,1,2,7,46.666666666666664,NEGATIVE,0.39664554595947266,Não a recebeu.
CAPÍTULO X,"Continha ela reflexões tendentes a desvanecê-la do propósito, se algum desgosto passageiro a impelia à imprudência de procurar um refúgio onde as paixões se exacerbavam mais.",26,24,0,0,8,1,1,3,13,50.0,NEGATIVE,0.6297983527183533,Conte a ela o que está a fazer.
CAPÍTULO X,"Tomadas todas as precauções, Tadeu de Albuquerque fez avisar a sua filha de que a sua tia de Monchique a queria ter na sua companhia algum tempo, e que a jornada se faria na madrugada do dia seguinte.",38,29,0,0,8,1,0,6,15,39.473684210526315,NEGATIVE,0.6380917429924011,"Tadeu de Albuquerque fez uma promessa ao seu filho, Tadeu de Albuquerque, que a sua tia de Monchique a queria com a sua tia de Monchique."
CAPÍTULO X,"Teresa, quando recebeu a surpreendente noticia, já tinha enviado a carta daquele dia a Simão.",15,13,0,0,3,1,2,2,8,53.333333333333336,POSITIVE,0.39863619208335876,"A carta de Simão, que já tinha enviado a carta daquele dia a"
CAPÍTULO X,"Na sua aflitiva perplexidade, resolveu fazer-se doente, e tão febril estava do nervosismo, que dispensava o fingimento.",17,17,0,0,3,3,1,3,10,58.8235294117647,NEGATIVE,0.7232750058174133,A doença de febril era tão febril quanto o seu estado de
CAPÍTULO X,"O velho não quis saber da doença; mas o médico do mosteiro reagiu contra a desumanidade do pai e da prioresa, interessada na violência.",24,22,0,0,8,0,1,4,13,54.166666666666664,NEGATIVE,0.5484277606010437,"O abade do mosteiro respondeu à doença do pai e da prioresa, mas o médico do mosteiro reagiu."
CAPÍTULO X,"Quis Teresa nessa noite escrever a Simão; mas a criada da prelada, obedecendo às suspeitas da ama, não desamparou a cabeceira do leito da enferma.",25,21,0,0,7,0,1,4,12,48.0,NEGATIVE,0.6891645789146423,"Não se desamparou a cabeceira do leito da enferma, pois ela não desamparou a cabeceira"
CAPÍTULO X,"Era causa a esta espionagem ter dito a escrivã, numa hora de má digestão daquele certo vinho estomacal, que Teresa passava as noites em oração mental, e tinha correspondência com um anjo do Céu por intervenção de uma mendiga.",39,37,0,0,12,4,0,3,19,48.717948717948715,NEGATIVE,0.7288339138031006,"A espionagem tinha dito a escrivã, numa noite de má digestão, que Teresa passava as noites em oração mental, e tinha correspondência com um anjo do Céu."
CAPÍTULO X,Algumas religiosas tinham visto a mendiga no pátio do convento esperando a esmola de Teresa; mas pensaram que aquela pobre era uma antiga criada devota da menina.,27,26,0,0,8,2,0,3,13,48.148148148148145,NEGATIVE,0.7010244727134705,"A freira que estava esperando a esmola de Teresa, pensou que aquela pobre era uma antiga criada devota de Teresa."
CAPÍTULO X,"As palavras irónicas da escrivã foram comentadas, e a mendiga recebeu ordem de sair da portaria.",16,15,0,0,5,1,0,3,9,56.25,NEGATIVE,0.5318970680236816,A escrivã recebeu ordem de sair da portaria.
CAPÍTULO X,"Teresa, num ímpeto de angústia, quando tal soube, correu para uma janela, e chamou a pobre, que se retirava assustada, e lançou-lhe ao pátio um bilhete com estas palavras: É impossível a nossa correspondência.",34,32,0,0,7,2,2,6,17,50.0,NEGATIVE,0.44420433044433594,"A pobre, que se retirava assustada, e o seu namorado, que se retirava assustado, e fez-lhe um bilhete."
CAPÍTULO X,Vou ser tirada daqui para outro convento.,7,7,0,0,1,0,1,1,3,42.857142857142854,NEUTRAL,0.40842196345329285,Vá para outro convento.
CAPÍTULO X,Espera em Coimbra notícias as minhas.,6,6,0,0,1,0,0,0,1,16.666666666666668,NEUTRAL,0.5810428261756897,Espere até que o
CAPÍTULO X,"Isto foi rapidamente reportado à prioresa, e logo, às ordens dela, partiu o hortelão do convento no encalço da pobre.",20,20,0,0,5,1,2,2,10,50.0,NEGATIVE,0.5944467782974243,"De acordo com as ordens da prioresa, o convento foi tomado por uma nobre senhora, e"
CAPÍTULO X,"O hortelão seguiu-a até fora de portas, espancou-a tirou-lhe o bilhete, e voltou ao convento apresentá-lo a Tadeu de Albuquerque.",20,19,0,0,4,0,1,4,9,45.0,NEGATIVE,0.658625066280365,"O hortelão, depois de espancar-a, expulsou-a e voltou ao"
CAPÍTULO X,A mendiga não retrocedeu; dirigiu-se a casa do ferrador e contou a Simão o acontecido.,15,14,0,0,2,1,1,4,8,53.333333333333336,NEGATIVE,0.4873064458370209,A mendiga não retrocedeu e voltou-se para casa
CAPÍTULO X,Simão lançou-se fora da cama e chamou João da Cruz.,10,9,0,0,1,0,1,2,4,40.0,NEGATIVE,0.38547536730766296,"A cruz da cama é a mais importante,"
CAPÍTULO X,"Naquele aperto queria ouvir uma voz, queria poder chamar amigo a um punhal.",13,12,0,0,4,0,0,5,9,69.23076923076923,POSITIVE,0.3907471299171448,Peça para alguém chamar você a um punhal.
CAPÍTULO X,O ferrador ouviu a história e deu o seu conselho: É esperar até ver.,14,14,0,0,3,0,0,4,7,50.0,NEUTRAL,0.6419809460639954,O ferrador ouviu a história e disse:
CAPÍTULO X,"Simão repeliu a prudencial frieza do confidente, e disse que partia para Viseu imediatamente.",14,14,0,0,2,1,1,3,7,50.0,NEGATIVE,0.4654519557952881,O confidente disse que partia para Viseu imediatamente.
CAPÍTULO X,"Mariana estava ali; ouvira a confidência, e achara acertada a opinião do seu pai.",14,13,0,0,3,1,1,3,8,57.142857142857146,NEGATIVE,0.4663873016834259,A menina estava de volta e ela estava de volta.
CAPÍTULO X,"Vendo, porém, a impaciência do hóspede, pediu licença para falar onde não era chamada, e disse: — Se o senhor Simão quer, eu vou à cidade, e procuro no convento a Brito, que é uma rapariga minha conhecida, uma servente no convento, e dou- lhe uma carta sua para entregar à fidalga. — Isso é possível, Mariana? — exclamou Simão, a ponto de abraçar a rapariga. — Pois então! — disse o ferrador. — O que pode fazer-se, faz-se.",73,56,1,1,14,2,3,15,34,46.57534246575342,NEUTRAL,0.6696381568908691,"O hóspede pediu licença para falar onde não era chamada, e disse: — Se o senhor Simão quer, eu vou à cidade, e procuro no convento a Brito, que é uma rapariga minha conhecida, e dou-lhe uma carta sua."
CAPÍTULO X,"Vai-te vestir, rapariga, que eu vou pô a sela à égua.",11,11,0,0,4,0,0,2,6,54.54545454545455,NEUTRAL,0.5251753926277161,Vá para o quarto e vá para a
CAPÍTULO X,Simão sentou-se a escrever.,4,4,0,0,0,0,0,2,2,50.0,POSITIVE,0.4025476574897766,Sente-
CAPÍTULO X,"Tão embaralhadas lhe acudiam as ideias, que não atinava a formar o desígnio mais proveitoso à situação de ambos.",19,19,0,0,3,1,3,4,11,57.89473684210526,NEGATIVE,0.6649181246757507,Deixe que o desígnio se adapte à situação.
CAPÍTULO X,"Ao cabo de uma longa vacilação, disse a Teresa que fugisse, pela madrugada, quando a porta estivesse aberta, ou obrigasse a porteira a abrir-lha.",24,21,0,0,6,2,1,3,12,50.0,NEGATIVE,0.687608003616333,"Diga a Teresa que fugisse, pela madrugada, quando a porta estivesse aberta."
CAPÍTULO X,Dizia-lhe que marcasse ela a hora do dia seguinte em que ele a devia esperar com dois cavalos para a fuga.,21,18,0,0,4,1,0,4,9,42.857142857142854,NEGATIVE,0.6168704628944397,Deixe-o marcar a hora do dia seguinte.
CAPÍTULO X,"Em recurso extremo, prometia assaltar com homens armados o mosteiro, ou incendiá-lo para se abrirem as portas.",17,17,0,0,4,1,0,5,10,58.8235294117647,NEGATIVE,0.5943024158477783,"Se o mosteiro não for seguro, procure assaltar."
CAPÍTULO X,Este plano era o mais parecido com o espírito do académico.,11,10,0,0,3,1,1,0,5,45.45454545454545,POSITIVE,0.40167930722236633,Este plano é o mais parecido com o espírito do
CAPÍTULO X,Em vivo fogo ardia aquela pobre cabeça!,7,7,0,1,2,2,0,1,5,71.42857142857143,NEGATIVE,0.4022345542907715,Aqueça o fogo em
CAPÍTULO X,"Fechada a carta, começou a passear em torcicolos, como se obedecesse a desencontrados impulsos.",14,12,0,0,3,0,0,5,8,57.142857142857146,NEGATIVE,0.3482121527194977,Comece a passear em torcicolos.
CAPÍTULO X,"Cravava as unhas na cabeça, e arrancava os cabelos.",9,9,0,0,3,0,0,2,5,55.55555555555556,NEUTRAL,0.41700318455696106,Use um penteado para remover
CAPÍTULO X,"Investia como cego contra as paredes, e sentava-se um momento para erguer-se de mais furioso ímpeto.",16,16,0,0,4,1,1,2,8,50.0,NEGATIVE,0.6569986939430237,"Sentado, levante-se de modo furioso e furioso."
CAPÍTULO X,"Agarrava maquinalmente nas pistolas, e sacudia os braços vertiginosos.",9,9,0,0,3,1,1,1,6,66.66666666666667,POSITIVE,0.40174633264541626,Agarrava a pistola com a
CAPÍTULO X,"Abria a carta para relê-la, e estava a ponto de rasgá-la, pensando que iria tarde, ou que não lhe chegaria às mãos.",22,20,0,0,3,0,2,5,10,45.45454545454545,NEGATIVE,0.7507301568984985,Releia a carta.
CAPÍTULO X,"Neste conflito de contrários projetos, entrou Mariana, e muito alucinado devia estar Simão para lhe não ver as lágrimas.",19,19,0,0,3,2,2,3,10,52.63157894736842,NEGATIVE,0.6847708821296692,"Este conflito de contrários projetos, entrou Mariana, e muito alucinada, e deixou Simão"
CAPÍTULO X,"O que tu sofrias, nobre coração de mulher pura!",9,9,0,1,2,2,0,0,4,44.44444444444444,NEUTRAL,0.458526074886322,Apoie-se em seu coração
CAPÍTULO X,"Se o que fazes por esse rapaz é gratidão ao homem que salvou a vida ao teu pai, que rara virtude a tua!",23,19,0,1,6,1,0,2,9,39.130434782608695,NEUTRAL,0.6148775815963745,Agradeça ao rapaz por tudo que faz por esse rapaz.
CAPÍTULO X,"Se o amas, se por lhe dar alívio às dores, tu mesma lhe desempeces o caminho por onde te ele há de fugir para sempre, que nome darei ao teu heroísmo?",31,28,1,0,6,1,1,4,12,38.70967741935484,NEGATIVE,0.6280586123466492,"Se o amas, se não lhe desempeces, tu mesma lhe desempeces."
CAPÍTULO X,"Que anjo te fadou o coração para a santidade desse obscuro martírio? — Estou pronta — disse Mariana. — Aqui tem a carta, minha boa amiga.",23,22,1,0,6,3,1,3,13,56.52173913043478,NEUTRAL,0.6809788346290588,O anjo te fadou o coração para a santidade desse obscuro martírio.
CAPÍTULO X,"Faça muito por não vir sem resposta — disse Simão, dando-lhe com a carta um embrulho de dinheiro. — E o dinheiro também é para a senhora? — disse ela. — Não, é para si, Mariana: compre um anel.",35,29,1,0,7,0,4,7,18,51.42857142857143,NEUTRAL,0.734595775604248,"Não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não, não,"
CAPÍTULO X,"Mariana pegou na carta e voltou rapidamente as costas, para que Simão lhe não visse o gesto de despeito, se não mesmo de desprezo.",24,22,0,0,5,0,4,3,12,50.0,NEGATIVE,0.6145899891853333,A carta de Simão lhe foi entregue e ela lhe fez um gesto de despeito.
CAPÍTULO X,"O académico não ousou insistir, vendo-a apressar-se encaminhando-se para o quintal, onde o ferrador selava a égua. — Não lhe dês muito com a vara — disse João da Cruz a Mariana, que, de um pulo, se assentou na sela, coberta com um pano escarlate. — Vais amarela como a cidra, rapariga! — exclamou ele, reparando na palidez da filha. — O que tens? — Nada; que hei de eu ter?",65,53,2,1,13,2,2,14,31,47.69230769230769,NEGATIVE,0.5729982256889343,"O académico não ousou insistir, pois a filha, de um pulo, se sentou na vara e se sentou na sela. O académico não ousou insistir, pois a filha, de um pulo, se sentou na vara e se sentou na sela. O académico não ou"
CAPÍTULO X,"Dê-me cá a vara, meu pai.",6,6,0,0,2,0,1,1,4,66.66666666666667,NEUTRAL,0.6410766243934631,Dê-me uma
CAPÍTULO X,"A égua partiu a galope, e o ferrador, no meio da estrada, a rever-se na filha e na égua, disse para si mesmo, que Simão ouviu: — Vales tu mais, rapariga, que quantas fidalgas tem Viseu!",35,30,0,1,9,1,1,5,16,45.714285714285715,NEGATIVE,0.40547335147857666,"O ferrador, no meio da estrada, a rever-se na filha e na égua, disse para si mesmo, que Simão ouviu, que ele disse, que"
CAPÍTULO X,"Pela mais pintada não dava eu minha égua; e se cá viesse o Miramolim de Marrocos pedir-me a filha, os diabos me levem se eu lha dava!",27,24,0,1,3,0,3,6,12,44.44444444444444,NEGATIVE,0.5994054675102234,"Não me deixe a cabeça, nem a cabeça, para que eu não fosse pego."
CAPÍTULO X,"Isto é que são mulheres, e o resto é história!",10,9,0,1,3,0,0,1,4,40.0,NEUTRAL,0.4917742908000946,Olhe para as suas pernas.
CAPÍTULO XI,"Apeou Mariana defronte do mosteiro, e foi à portaria chamar a sua amiga Brito. — Que boa rapariga! — disse o padre capelão, que estava no postigo lateral da porta, falando com a prioresa acerca da salvação das almas e bebendo umas ancoretas de vinho do Pinhão que ele recebera naquele dia e do qual tinha engarrafado um almude para tonificar o estômago da prelada. — Que boa rapariga! — disse ele, com um olho nela e outro no postigo, onde a ciumenta prioresa se remoía. — Deixe lá a rapariga, e diga quando é que a servente há de ir buscar o vinho. — Quando quiser, senhora prioresa; mas repare bem nos olhos, no feitio, naquele todo da rapariga! — Pois repare o senhor padre João — respondeu a freira — que eu tenho mais que fazer.",129,89,0,3,30,7,7,20,64,49.6124031007752,NEUTRAL,0.38846537470817566,"Chame a sua amiga Brito. — Que boa rapariga! — disse o padre capelão, que estava no postigo lateral da porta, e disse que ela tem mais que fazer o que ela tem que fazer."
CAPÍTULO XI,"E retirou-se com o coração ferido, e o queixo superior a escorrer lágrimas de simonte. — Donde é vossemecê? — disse brandamente o padre capelão. — Sou da aldeia — respondeu Mariana. — Isso vejo eu; mas de que aldeia é? — Não estou aqui para me confessar. — Mas não faria mal se se confessasse a mim, menina, que sou padre. — Bem vejo. — Que mau génio tem! — É o que vê. — Quem procura cá no convento? — Já mandei chamar quem procuro. — Mariana!, és tu?",78,65,4,2,11,3,8,16,38,48.717948717948715,NEGATIVE,0.6371341347694397,O padre capelão retirou-se com o coração ferido e o queixo superior a escorrer lágrimas de simonte. — O padre capelão disse a ela que é da aldeia. — O padre capelão disse a ela que é do convento.
CAPÍTULO XI,Anda cá!,2,2,0,1,0,0,1,1,2,100.0,NEUTRAL,0.5557007789611816,A
CAPÍTULO XI,"A rapariga fez uma cortesia de cabeça ao padre capelão, e foi ao locutório de onde vinha aquela voz. — Eu queria falar contigo em particular, Joaquina — disse Mariana. — Eu vou ver se arranjo uma grade: espera aí.",37,33,0,0,9,2,1,8,20,54.054054054054056,NEUTRAL,0.6422494053840637,A rapariga fez uma cortesia de cabeça ao padre capelão. Ela pediu para falar com o padre capelão.
CAPÍTULO XI,"O padre tinha saído do pátio, e Mariana, enquanto esperava, examinou, uma a uma, as janelas do mosteiro.",18,16,0,0,4,0,0,3,7,38.888888888888886,NEGATIVE,0.6136128902435303,"O padre, que estava de saída do mosteiro, examinou, uma a"
CAPÍTULO XI,"Numa das janelas, através das reixas de ferro, viu uma rapariga sem hábito. — Será aquela? — perguntou Mariana ao seu coração, que palpitava — Se eu fosse amada como ela! — Sobe aquelas escadinhas, Mariana, e entra na primeira porta do corredor, que eu já vou — disse Joaquina.",45,41,1,1,9,1,2,6,18,40.0,NEUTRAL,0.5037574768066406,Vá para o corredor.
CAPÍTULO XI,"Mariana deu alguns passos, olhou novamente para a janela onde vira a rapariga sem hábito, e repetiu ainda: — Se eu fosse amada como ela!",24,23,0,1,4,0,2,5,11,45.833333333333336,NEUTRAL,0.5995190143585205,"A rapariga fez o que fez e repetiu: — Se eu fosse amada como ela, ela também disse:"
CAPÍTULO XI,"Mal entrou na grade, disse à sua amiga: — Olha lá, Joaquina, quem é aquela menina muito branca, alva como leite, que estava ali agora à janela? — Seria alguma noviça, que há cá duas muito lindas. — Mas ela não tinha nenhum traje de freira. — Ah! já sei; é a D Teresinha Albuquerque.",51,47,1,1,8,3,9,6,26,50.98039215686274,NEGATIVE,0.3584292531013489,"Olhe para a janela e disse à sua amiga: — Olhe lá, Joaquina, quem é essa menina, que está ali agora à janela? — Ela era uma freira."
CAPÍTULO XI,"Então não me enganei, disse Mariana, pensativa. — Pois tu conhece-la? — Não; mas por amor dela é que eu cá vim falar contigo. — Então que se passa?",26,24,2,0,2,1,5,6,14,53.84615384615385,NEGATIVE,0.5305739641189575,"Não se engane, disse Mariana."
CAPÍTULO XI,"Que tens tu com a fidalga? — Eu, cá por mim, nada; mas conheço uma pessoa que lhe quer muito. — O filho do corregedor? — Esse mesmo. — Mas esse está em Coimbra. — Não sei se está, nem se não.",37,35,2,0,4,0,4,3,11,29.72972972972973,NEGATIVE,0.6412588953971863,Que tens tu com a fidalga? — Que tens tu com a fidalga? — Que tens tu com a fidalga? — Que tens tu com a fidal
CAPÍTULO XI,Fazes-me um favor? — Se eu puder. — Podes.,7,7,1,0,1,0,0,3,4,57.142857142857146,NEUTRAL,0.5059686303138733,Peça para o seu amigo fazer um
CAPÍTULO XI,Eu queria falar com ela. — Ó dianho!,7,7,0,1,0,0,0,3,3,42.857142857142854,NEUTRAL,0.5313858985900879,A voz da sua mulher é muito
CAPÍTULO XI,"Isso não sei se poderá ser, as freiras trazem-na debaixo de olho, e ela vai-se embora amanhã. — Para onde vai? — Vai para outro convento, não sei se de Lisboa se do Porto.",32,27,1,0,3,0,4,7,14,43.75,NEGATIVE,0.4991537928581238,"Se você não se sentir confortável, não se sente confortável. Se você não se sentir confortável, não se sente confortável. Se você não se sentir confortável, não se"
CAPÍTULO XI,"Os baús já estão preparados, e ela está morta por sair.",11,11,0,0,1,2,1,1,5,45.45454545454545,NEGATIVE,0.38219428062438965,Prepare a armadilha.
CAPÍTULO XI,Mas que lhe queres? — Não to posso dizer porque não sei.,11,11,1,0,0,0,2,4,6,54.54545454545455,NEGATIVE,0.40603533387184143,E que lhe queres?
CAPÍTULO XI,Queria dar-lhe um papel.,4,4,0,0,1,0,0,2,3,75.0,NEUTRAL,0.4422290325164795,Pegue um
CAPÍTULO XI,"Faz com que ela cá venha ter abaixo, que eu dou-te fitas para um vestido. — Como estás rica, Mariana! — atalhou, rindo, Joaquina — Eu não quero as tuas fitas, rapariga.",29,27,0,1,4,1,4,7,16,55.172413793103445,NEGATIVE,0.5808879733085632,Peça a uma amiga que ache que você quer as fitas.
CAPÍTULO XI,"Se eu puder dizer-lhe que venha, sem que ninguém me ouça, digo-lho.",12,11,0,0,1,0,0,4,5,41.666666666666664,NEGATIVE,0.3418292999267578,"Diga-lhe que venha, sem que ninguém me"
CAPÍTULO XI,"E agora é boa maré, porque tocou o sino.",9,9,0,0,2,1,1,1,5,55.55555555555556,POSITIVE,0.46421220898628235,Coloque o sino no chão e de
CAPÍTULO XI,Deixa-me lá ir.,3,3,0,0,0,0,1,2,3,100.0,NEUTRAL,0.5287682414054871,Deixe
CAPÍTULO XI,Joaquina saiu-se bem da difícil comissão.,6,6,0,0,1,1,1,1,4,66.66666666666667,POSITIVE,0.40546944737434387,A Joaquina saiu bem da
CAPÍTULO XI,"Teresa estava sozinha, absorvida a pensar com os olhos fitos no ponto onde vira Mariana. — A menina faz favor de vir comigo depressinha? — disse-lhe a criada.",26,25,1,0,4,1,2,8,15,57.69230769230769,NEGATIVE,0.3781925141811371,"A criada estava sozinha, a olhar para baixo e para cima."
CAPÍTULO XI,"Seguiu-a Teresa, e entrou na grade, que Joaquina fechou, dizendo: — Assim que possa, bata por dentro para eu lhe abrir a porta.",22,21,0,0,2,0,2,6,10,45.45454545454545,NEUTRAL,0.5512273907661438,"A seguir, ela entrou na grade, e disse: — Assim que puder, bata por dentro da"
CAPÍTULO XI,"Se perguntarem por vossa excelência, digo que a menina está no miradouro.",12,12,0,0,3,0,0,2,5,41.666666666666664,POSITIVE,0.3835708200931549,Se perguntarem por que a menina está no miradouro
CAPÍTULO XI,"A voz de Mariana tremia, quando D Teresa lhe perguntou quem era. — Sou a portadora desta carta para vossa Excelência. — É de Simão? — exclamou Teresa. — Sim, minha senhora.",28,26,1,0,5,0,2,3,10,35.714285714285715,NEUTRAL,0.5029106736183167,A voz de Mariana tremia quando D Teresa lhe perguntou quem era.
CAPÍTULO XI,"A reclusa leu convulsiva a carta duas vezes, e disse: — Eu não posso escrever-lhe, porque roubaram-me o tinteiro, e ninguém me empresta um.",23,22,0,0,4,1,1,6,12,52.17391304347826,NEUTRAL,0.5239335298538208,"A reclusa leu a carta duas vezes e disse: — Não posso escrever-lhe, porque roubaram-"
CAPÍTULO XI,"Diga-lhe que vou de madrugada para o convento de Monchique, no Porto.",12,11,0,0,2,0,0,0,2,16.666666666666668,NEGATIVE,0.4200369715690613,Peça para o padre ir de madrugada para o convento
