Nome,Texto
CAPÍTULO XI,"Leve a sua cruz, sem amaldiçoar a violência, e bem pode ser que a meio do seu calvário a misericórdia divina lhe redobre as forças. — Que diz este patife? — exclamou Tadeu. — Vem aqui insultá-lo, meu tio! — respondeu Baltasar. — Tem a petulância de se apresentar à sua filha a confortá-la na sua malvadez!"
CAPÍTULO XI,Isto é de mais!
CAPÍTULO XI,"Olhe que eu esmago-te aqui, vilão! — Vilão é o desgraçado que me ameaça, sem ousar avançar para mim um passo — redarguiu o filho do corregedor. — Eu não o faço — exclamou, enfurecido Baltasar — por entender que me rebaixo, castigando-o na presença de criados do meu tio, que tu podes supor serem os meus defensores, canalha! — Se assim é — disse Simão, sorrindo —, espero nunca me encontrar de novo com sua senhoria."
CAPÍTULO XI,"Reputo-o tão covarde, tão sem dignidade, que o hei de mandar esmurrar pelo primeiro mariola das esquinas."
CAPÍTULO XI,Baltasar Coutinho lançou-se de ímpeto a Simão.
CAPÍTULO XI,Chegou a apertar-lhe a garganta com as mãos; mas depressa perdeu o vigor dos dedos.
CAPÍTULO XI,"Quando as damas chegaram para se interpor entre os dois, Baltasar já tinha o alto do crânio aberto por uma bala, que lhe entrara na fronte."
CAPÍTULO XI,"Vacilou um segundo, e caiu desamparado aos pés de Teresa."
CAPÍTULO XI,Tadeu de Albuquerque gritou a altos brados.
CAPÍTULO XI,"Os liteireiros e os criados rodearam Simão, que conservou o dedo no gatilho da outra pistola."
CAPÍTULO XI,"Animados uns pelos outros e pelos gritos do velho, iam lançar-se ao homicida, com risco de vida, quando um homem, com um lenço pela cara, correu da rua fronteira, e colocou-se de bacamarte aperrado, à beira de Simão."
CAPÍTULO XI,"Pararam os homens. — Fuja, que a égua está no fim da rua — disse o ferrador ao seu hóspede. — Não fujo."
CAPÍTULO XI,"Salve-se, e depressa — respondeu Simão. — Fuja, que se junta o povo e não tardam aí soldados. — Já disse-lhe que não fujo — respondeu o amante de Teresa, com os olhos postos nela, que caíra desfalecida sobre as escadas da igreja. — Está perdido! — disse João da Cruz. — Já o estava."
CAPÍTULO XI,"Vá-se embora, meu amigo, pela sua filha lho rogo."
CAPÍTULO XI,Olhe que pode ser-me útil; fuja.
CAPÍTULO XI,"Abriram-se todas as portas e janelas, quando o ferrador se lançou na fuga até cavalgar a égua."
CAPÍTULO XI,"Um dos vizinhos do mosteiro, que, em razão do seu ofício, saiu primeiro à rua, era o meirinho-geral. — Prendam-no, prendam-no, que é um assassino — exclamava Tadeu de Albuquerque. — Quem? — perguntou o meirinho-geral. — Eu — respondeu o filho do corregedor. — Vossa senhoria! — disse o meirinho espantado; e aproximando-se, acrescentou a meia-voz: — Venha, que eu deixo-o fugir. — Eu não fujo — disse Simão. — Estou preso."
CAPÍTULO XI,Aqui tem as minhas armas.
CAPÍTULO XI,E entregou as armas.
CAPÍTULO XI,"Tadeu de Albuquerque, quando se recobrou do espasmo, fez transportar a filha para uma das liteiras, e ordenou a dois criados que a acompanhassem ao Porto."
CAPÍTULO XI,As irmãs de Baltasar seguiram o cadáver do seu irmão para casa do tio.
CAPÍTULO XII,"O corregedor acordara com o grande rebuliço que ia na sua casa, e perguntou à esposa, que ele supunha estar também acordada na câmara do lado, que bulha era aquela."
CAPÍTULO XII,"Como ninguém lhe respondeu, sacudiu freneticamente a campainha, e berrou ao mesmo tempo, aterrado pela hipótese de incêndio na casa."
CAPÍTULO XII,"Quando D Rita acudiu, já ele estava a enfiar os calções às avessas. — Que estrondo é este?"
CAPÍTULO XII,Quem é que grita? — exclamou Domingos Botelho. — Quem grita mais é o senhor — respondeu D Rita. — Sou eu?
CAPÍTULO XII,Mas quem é que chora? — São as suas filhas. — E porquê?
CAPÍTULO XII,"Diga numa palavra. — Pois sim, direi: o Simão matou um homem. — Em Coimbra?"
CAPÍTULO XII,"E fazem tanta bulha por isso! — Não foi em Coimbra, foi em Viseu — disse D Rita. — A senhora está a gozar comigo?"
CAPÍTULO XII,"Pois se o rapaz está em Coimbra, como pode ter matado alguém em Viseu!"
CAPÍTULO XII,"Aí está um caso que as Ordenações do Reino não providenciaram. — Parece que brinca, Meneses!"
CAPÍTULO XII,"O seu filho matou na madrugada de hoje Baltasar Coutinho, sobrinho de Tadeu de Albuquerque."
CAPÍTULO XII,Domingos Botelho mudou inteiramente de aspeto. — Foi preso? — perguntou o corregedor. — Está em casa do juiz de fora. — Mande-me chamar o meirinho-geral.
CAPÍTULO XII,Sabe como foi e qual a razão dessa morte?
CAPÍTULO XII,"Mande-me chamar o meirinho, sem demora. — Porque não se veste o senhor, e vai a casa do juiz? — Que vou eu fazer a casa do juiz? — Saber da boca do seu filho como tudo se passou. — Eu não sou pai: sou corregedor."
CAPÍTULO XII,Não me incumbe a mim interrogá-lo.
CAPÍTULO XII,"Senhora D Rita, eu não quero ouvir choradeiras; diga às meninas que se calem, ou que vão chorar para o jardim."
CAPÍTULO XII,"O meirinho, chamado, relatou miudamente o que sabia, e disse ter-se verificado que o amor à filha do Albuquerque fora causa daquele desastre."
CAPÍTULO XII,"Domingos Botelho, ouvida a história, disse ao meirinho: — O juiz de fora que cumpra as leis."
CAPÍTULO XII,"Se ele não for rigoroso, eu o obrigarei a sê-lo."
CAPÍTULO XII,"Ausente o meirinho, disse D Rita Preciosa ao marido: — Que significa esse modo de falar do seu filho? — Significa que sou corregedor desta comarca, e que não protejo assassinos por ciúmes, e ciúmes da filha de um homem que eu desprezo."
CAPÍTULO XII,"Eu antes queria ver mil vezes morto Simão, que o ter ligado a essa família."
CAPÍTULO XII,"Escrevi-lhe muitas vezes dizendo-lhe que o expulsava da minha casa, se alguém me desse a certeza de que ele tinha correspondência com tal mulher."
CAPÍTULO XII,"Não há de querer a senhora que eu vá sacrificar a minha integridade para com um filho rebelde, e ainda por cima um homicida."
CAPÍTULO XII,"D Rita, um tanto por afeto maternal e bastante por espírito de contradição, tentou refutar tais palavras; mas desistiu, obrigada pela insólita pertinácia e cólera do marido."
CAPÍTULO XII,Tão enraivecido e áspero em palavras nunca o ela vira antes.
CAPÍTULO XII,"Quando lhe ele disse: — Senhora, em coisas de pouca importância o seu conselho era tolerável; em questões de honra, o seu conselho não serve de nada: deixe-me! — D Rita, quando isso ouviu, e reparou na fisionomia de Domingos Botelho, sentiu-se mulher, e retirou-se."
CAPÍTULO XII,Com isto entrou o juiz de fora que estava na sala de espera.
CAPÍTULO XII,"O corregedor foi recebê-lo, não com o rosto afetuoso de quem vai agradecer a delicadeza e implorar indulgência, em vez disso ia carrancudo e mais parecia ir ele repreender o juiz, por com aquela visita dar a crer que a balança da justiça na sua mão tremia algumas vezes. — Começo por dar a vossa senhoria os meus pêsames pela desgraça do seu filho — disse o juiz de fora. — Obrigado vossa senhoria."
CAPÍTULO XII,Sei tudo.
CAPÍTULO XII,"Está instaurado o processo? — Não podia deixar eu de aceitar a querela. — Se a não aceitasse, obrigá-lo-ia eu ao cumprimento dos seus deveres. — A situação do senhor Simão Botelho é péssima."
CAPÍTULO XII,Confessa tudo.
CAPÍTULO XII,"Diz que matou o carrasco da mulher que ele amava. — Fez muito bem — interrompeu o corregedor, soltando uma tosse seca e rouca. — Perguntei-lhe se foi em legitima defesa, e fiz-lhe sinal para que respondesse afirmativamente."
CAPÍTULO XII,"Mas ele respondeu que não; que, fosse para se defender tinha-o feito com a ponta da bota, e não com um tiro."
CAPÍTULO XII,"Procurei todos os modos honestos de o levar a dar algumas respostas que denotassem alucinação ou demência; ele, porém, responde com tanta igualdade e presença de espírito, que é impossível supor que o assassínio não foi perpetrado muito intencionalmente e de claro juízo."
CAPÍTULO XII,Aqui tem vossa senhoria uma especialíssima e triste posição.
CAPÍTULO XII,"Queria valer-lhe, e não posso. — E eu não posso nem quero, senhor doutor juiz de fora."
CAPÍTULO XII,Está na cadeia? — Ainda não: está na minha casa.
CAPÍTULO XII,Venho saber se vossa senhoria determina que lhe seja preparada com decência a prisão. — Eu não determino nada.
CAPÍTULO XII,"Faça de conta que o preso Simão não tem aqui parente algum. — Mas, senhor doutor corregedor — disse o juiz de fora com tristeza e compunção -, vossa senhoria é o pai. — Sou um magistrado. — É demasiada a severidade, perdoe-me a reflexão, que é amiga."
CAPÍTULO XII,A lei já existe para o castigar; não o castigue também vossa senhoria com o seu ódio.
CAPÍTULO XII,"A desgraça quebra o rancor de estranhos, quanto mais afetuoso for o ressentimento de um pai! — Eu não o odeio, senhor doutor; desconheço é esse homem de que me fala."
CAPÍTULO XII,"Cumpra os seus deveres, que lho ordena o corregedor, e o amigo mais tarde lhe agradecerá a delicadeza."
CAPÍTULO XII,"Saiu o juiz de fora, e foi encontrar Simão na mesma serenidade em que o deixara. — Venho de uma conversa com o seu pai — disse o juiz -, encontrei-o mais irado do que era natural calcular."
CAPÍTULO XII,"Penso que por enquanto nada pode esperar da influência ou do patrocínio dele. — E isso que me importa? — respondeu sossegadamente Simão. — Importa muito, senhor Botelho."
CAPÍTULO XII,"Se o seu pai quisesse, havia meios de mais tarde lhe adoçar a sentença. — Que me importa a mim a sentença? — respondeu o filho do corregedor. — Pelo que vejo, não lhe importa ao senhor ir para uma forca? — Não, senhor. — Que diz, senhor Simão! — redarguiu espantado o interrogador. — Digo que o meu coração é indiferente ao destino da minha cabeça. — E sabia que o seu pai não lhe vai dar mesmo proteção, a proteção das primeiras necessidades na cadeia? — Não sabia; e que tem isso?"
CAPÍTULO XII,"Que importa morrer de fome, ou morrer no patíbulo? — Porque não escreve à sua mãe?"
CAPÍTULO XII,"Peça-lhe que… — Que hei de eu pedir à minha mãe? — atalhou Simão. — Peça-lhe que amacie a cólera do seu pai, senão o senhor Botelho não tem quem o alimente. — Vossa Senhoria pensa que sou desses miseráveis que se preocupam sempre em saber onde hão de encher a barriga."
CAPÍTULO XII,"Penso que não incumbe ao senhor juiz de fora preocupar-se com os interesses de estômago de um condenado. — Decerto que não — redarguiu, irritado, o juiz. — Faça o que quiser."
CAPÍTULO XII,"E chamando o meirinho-geral, entregou-lhe o réu, dispensando um guarda que o força-se a acompanhá-lo."
CAPÍTULO XII,"O carcereiro recebeu respeitosamente o preso, e alojou-o num dos melhores quartos do cárcere; mas nu e desprovido do mínimo conforto."
CAPÍTULO XII,Um outro preso emprestou-lhe uma cadeira de pau.
CAPÍTULO XII,"Simão sentou-se, cruzou os braços e meditou."
CAPÍTULO XII,"Pouco depois, um criado do seu pai levou-lhe o almoço, dizendo-lhe que a sua mãe lho mandava às escondidas, e entregando-lhe uma carta dela, cujo conteúdo importa saber."
CAPÍTULO XII,"Simão, antes de tocar no almoço, cujo cabaz estava no pavimento, leu o seguinte: Desgraçado, que estás perdido!"
CAPÍTULO XII,"Eu não te posso valer, porque o teu pai está inexorável."
CAPÍTULO XII,"Às escondidas dele é que te mando o almoço, e não sei se poderei mandar-te o jantar!"
CAPÍTULO XII,Que destino o teu!
CAPÍTULO XII,Oxalá que tivesses morrido ao nascer.
CAPÍTULO XII,Disseram que tinhas nascido morto; mas o teu fatal destino não quis largar a vítima.
CAPÍTULO XII,Para que saíste de Coimbra?
CAPÍTULO XII,"A que vieste, infeliz?"
CAPÍTULO XII,"Agora sei que tens vivido fora de Coimbra há quinze dias, e nunca tiveste uma palavra que dissesses a tua mãe!"
CAPÍTULO XII,"Simão suspendeu a leitura, e disse para si mesmo: Como é que se entende isto?"
CAPÍTULO XII,Pois a minha mãe não mandou chamar o João da Cruz!
CAPÍTULO XII,"E não foi ela quem me mandou o dinheiro? — Olhe que o almoço arrefece, menino! — disse o criado."
CAPÍTULO XII,"Simão continuou a ler, sem ouvir o criado: Deves estar sem dinheiro, e eu desgraçadamente não te posso hoje enviar nem sequer um pinto."
CAPÍTULO XII,"O teu irmão Manuel, desde que fugiu para Espanha, absorve-me todas as economias."
CAPÍTULO XII,"Veremos, passado algum tempo, o que posso fazer; mas receio bem que o teu pai saia de Viseu, e nos leve para Vila Real, para abandonar de todo o teu julgamento à severidade das leis."
CAPÍTULO XII,Meu pobre Simão!
CAPÍTULO XII,Onde estiveste tu escondido durante quinze dias?
CAPÍTULO XII,"Hoje mesmo chegou ao teu pai a carta de um professor, participando-lhe a tua falta nas aulas, e saída para o Porto, segundo dizia o arrieiro que te acompanhou."
CAPÍTULO XII,Não posso ir ver-te.
CAPÍTULO XII,"O teu pai já bateu na Ritinha, por ela querer ir à cadeia."
CAPÍTULO XII,"Conta com o pouco valor da tua pobre mãe ao pé de um homem enfurecido, como está o teu pai."
CAPÍTULO XII,"Simão Botelho refletiu por alguns minutos, e convenceu-se de que o dinheiro recebido era de João da Cruz."
CAPÍTULO XII,"Quando saiu com o espírito desta meditação, tinha os olhos marejados com lágrimas. — Não chore, menino — disse o criado —, os trabalhos são para os homens, e Deus há de fazer tudo pelo melhor."
CAPÍTULO XII,"Almoce, senhor Simão. — Leva o almoço — disse ele. — Não quer almoçar? — Não."
CAPÍTULO XII,Nem voltes aqui.
CAPÍTULO XII,Eu não tenho família.
CAPÍTULO XII,Não quero absolutamente nada da casa dos meus pais.
CAPÍTULO XII,"Diz à minha mãe que eu estou sossegado, bem alojado, feliz e orgulhoso da minha sorte."
CAPÍTULO XII,Vai-te embora já.
CAPÍTULO XII,"O criado saiu, e disse ao carcereiro que o seu infeliz amo estava doido."
CAPÍTULO XII,"D Rita achou provável a suspeita do servo, e viu a evidência da loucura nas palavras do filho."
CAPÍTULO XII,"Quando o carcereiro voltou à cela de Simão, entrou acompanhado de uma rapariga camponesa: era Mariana."
CAPÍTULO XII,"A filha de João da Cruz, que até àquele momento não apertara ainda sequer a mão de Simão e correu para ele com os braços abertos, e o rosto banhado de lágrimas."
CAPÍTULO XII,"O carcereiro retirou-se, dizendo consigo: — Esta é bem mais bonita que a fidalga! — Não quero ver lágrimas, Mariana — disse Simão. — Se há alguém que deve chorar sou eu; mas lágrimas dignas de mim, lágrimas de gratidão aos favores que tenho recebido de si e do seu pai."
CAPÍTULO XII,Acabo de saber que a minha mãe nunca me mandou dinheiro.
CAPÍTULO XII,Era do seu pai aquele dinheiro que recebi.
CAPÍTULO XII,"Mariana escondeu o rosto no avental com que enxugava as lágrimas. — O seu pai teve algum perigo? — perguntou Simão em tom de voz só percetível a ela. — Não, senhor. — Está em casa? — Está, e parece furioso."
CAPÍTULO XII,"Queria vir aqui, mas eu não o deixei. — Perseguiu-o alguém? — Não, senhor. — Diga-lhe que não se assuste, e vá depressa sossegá-lo. — Eu não posso ir sem fazer o que ele me disse."
CAPÍTULO XII,"Eu vou sair, e volto daqui a pouco. — Mande-me comprar uma banca, uma cadeira, um tinteiro e papel — disse Simão, dando-lhe dinheiro. — Há de vir logo tudo; já cá podia estar; mas o pai disse-me que não comprasse nada sem saber se a sua família lhe mandava o necessário. — Eu não tenho família, Mariana."
CAPÍTULO XII,"Tome o dinheiro. — Não recebo dinheiro, sem licença do meu pai."
CAPÍTULO XII,Para essas compras trouxe eu de mais.
CAPÍTULO XII,"E a sua ferida como está? — Até já me esqueci disso! — disse Simão, sorrindo — Deve estar boa, pois não me dói."
CAPÍTULO XII,Soube alguma coisa de D Teresa? — Soube que foi para o Porto.
CAPÍTULO XII,"Estavam ali a contar que o pai a mandou meter desmaiada na liteira, e que estão muitas pessoas à porta do fidalgo. — Está bem, Mariana."
CAPÍTULO XII,Não há desgraçado sem amparo.
CAPÍTULO XII,"Vá, pense no seu hóspede, seja o seu anjo de misericórdia."
CAPÍTULO XII,"Saltaram de novo as lágrimas dos olhos da rapariga; e por entre soluços, estas palavras: — Tenha paciência."
CAPÍTULO XII,Não há de morrer ao desamparo.
CAPÍTULO XII,Faça de conta que lhe apareceu hoje uma irmã.
CAPÍTULO XII,"E dizendo, tirou das amplas algibeiras um embrulho de biscoitos e uma garrafa de licor de canela, que depôs sobre a cadeira. — Mau almoço é; mas não achei outra coisa pronta — disse ela, e saiu apressada, como para poupar ao infeliz palavras de gratidão."
CAPÍTULO XIII,"O corregedor, nesse mesmo dia, ordenou que se preparassem mulher e filhas para no dia a seguir saírem de Viseu com tudo que pudesse ser transportado nas carruagens."
CAPÍTULO XIII,"Vou descrever a singela e dorida reminiscência de uma senhora daquela família, como a tenho em carta recebida há meses: Já lá vão cinquenta e sete anos, e ainda me lembro, como se fossem ontem passados, os tristes acontecimentos da minha juventude."
CAPÍTULO XIII,Não sei como é que tenho hoje mais clara a memória das coisas da infância.
CAPÍTULO XIII,"Parece-me que, há trinta anos, me não lembravam com tantas circunstâncias e pormenores."
CAPÍTULO XIII,"Quando a mãe me disse a mim e às minhas irmãs que preparássemos os nossos baús, rompemos todas num choro, que irritou a ira do pai."
CAPÍTULO XIII,"As manas, como eram mais velhas ou mais afeitas ao castigo, calaram-se logo: eu, porém, que só uma vez, e unicamente por causa de Simão, tinha sido castigada, continuei a chorar, e tive o inocente valor de pedir ao pai que me deixasse ir ver o mano à cadeia antes de sairmos de Viseu."
CAPÍTULO XIII,"Então fui castigada pela segunda vez, e asperamente."
CAPÍTULO XIII,"O criado, que levou o jantar à cadeia, voltou com ele e contou-nos que Simão já tinha alguns móveis no seu quarto, e estava a jantar sossegado."
CAPÍTULO XIII,Àquela hora todos os sinos de Viseu tocavam afinados pela alma de Baltasar.
CAPÍTULO XIII,"Ao pé dele, disse o criado, estava uma formosa rapariga da aldeia, triste e coberta de lágrimas."
CAPÍTULO XIII,"Apontando-a ao criado que a observava, disse Simão: — a minha família é esta."
CAPÍTULO XIII,"No dia seguinte, ao romper da manhã, partimos para Vila Real."
CAPÍTULO XIII,"A mãe chorava sempre; o pai, encolerizado por isso, saiu da liteira em que vinha com ela, obrigou-me a trocar de lugar com ele, e fez toda a jornada na minha carruagem."
CAPÍTULO XIII,"Assim que chegámos a Vila Real, eram tão frequentes as desordens em casa, por causa do Simão, que o meu pai abandonou a família, e foi sozinho para a quinta de Montezelos."
CAPÍTULO XIII,"A mãe quis também abandonar-nos e ir ter com os primos de Lisboa, para solicitar a libertação do mano."
CAPÍTULO XIII,"Mas o pai, que fizera uma espantosa mudança de génio, quando tal soube, ameaçou a minha mãe da obrigar judicialmente a não sair de casa."
CAPÍTULO XIII,"Escrevia a mãe a Simão, e não recebia resposta."
CAPÍTULO XIII,"Pensava ela que o filho não respondia: anos mais tarde, vimos entre os papéis do meu pai todas as cartas que ela escrevera."
CAPÍTULO XIII,Percebemos que o pai as fazia tirar ao correio.
CAPÍTULO XIII,"Uma senhora de Viseu escreveu à mãe, louvando-a pelo muito amor e caridade com que ela acudia às necessidades do seu infeliz filho."
CAPÍTULO XIII,Esta carta foi-lhe entregue por um almocreve senão teria o destino das outras.
CAPÍTULO XIII,"Espantou-se a minha mãe do conceito em que a tinha a sua amiga, e confessou-lhe que não o tinha socorrido, porque o filho rejeitara o pouco que ela quisera fazer no seu bem."
CAPÍTULO XIII,"A isto respondeu a senhora de Viseu que uma rapariga, filha de um ferrador, estava a viver nas vizinhanças da cadeia, e cuidava do preso com abundância e limpeza, e a todos dizia que ali estava por ordem e à custa da senhora D Rita Preciosa."
CAPÍTULO XIII,"Acrescentava a amiga da minha mãe que algumas vezes mandara chamar a bela rapariga e lhe quisera dar alguns cozinhados mais esquisitos para o Simão, os quais ela rejeitava, dizendo que o senhor Simão não aceitava nada."
CAPÍTULO XIII,"De tempos a tempos recebíamos estas notícias, sempre tristes, porque na ausência do meu pai, conspiraram, como era de esperar, quase todas as pessoas distintas de Viseu contra o meu desgraçado irmão."
CAPÍTULO XIII,"A mãe escrevia aos seus parentes da capital implorando graça régia para o filho; mas aquelas cartas não saíam do correio, e iam dar todas à mão do meu pai."
CAPÍTULO XIII,"E que fazia este, entretanto na quinta, sem família, sem glória, nem recompensa alguma a tantas faltas?"
CAPÍTULO XIII,"Rodeado de jornais, cultivava aquela grande moradia aonde ainda hoje, por entre os tojos e urzes, que voltaram com o abandono, se podem ver algumas de arvores plantadas por ele."
CAPÍTULO XIII,"A mãe escrevia-lhe lastimando o filho; o meu pai apenas respondia que a justiça não era uma brincadeira, e que na antiguidade os próprios pais condenavam os filhos criminosos."
CAPÍTULO XIII,"Teve a minha mãe a ousadia de o ir visitar um dia, pedindo licença para ir a Viseu."
CAPÍTULO XIII,"O meu inexorável pai negou-lha, e expulso-a furiosamente."
CAPÍTULO XIII,"Passados sete meses, soubemos que Simão tinha sido condenado a morrer na forca, que seria levantada no local onde se cometera o crime."
CAPÍTULO XIII,"Fecharam-se as janelas por oito dias; vestimos de luto, e a minha mãe caiu doente."
CAPÍTULO XIII,"Quando isso se soube em Vila Real, todas as pessoas ilustres da terra foram a Montezelos, a fim de obrigarem brandamente o pai a empregar o seu valor na salvação do filho condenado."
CAPÍTULO XIII,"De Lisboa vieram alguns parentes protestar contra a infâmia, que tamanha ignomínia faria recair sobre a família."
CAPÍTULO XIII,O meu pai a todos respondia com estas palavras: — “A forca não foi inventada somente para os que não sabem o nome dos seus avôs.
CAPÍTULO XIII,A ignomínia das famílias são as más ações.
CAPÍTULO XIII,A justiça não infama senão aquele que castiga.”
CAPÍTULO XIII,"Tínhamos nós um tio-avô, muito velho e venerando, chamado António da Veiga."
CAPÍTULO XIII,"Foi este quem fez o milagre, e foi assim: Apresentou-se ao meu pai e disse- lhe: — “Guardou-me Deus a vida até aos oitenta e três anos. — Poderei viver mais dois ou três?"
CAPÍTULO XIII,"Isto já nem é vida: mas foi-o e honrada, e sem mancha até agora, e já agora há de assim acabar; os meus olhos não hão de ver a desonra da sua família."
CAPÍTULO XIII,"Domingos Botelho, ou tu me prometes aqui salvar o teu filho da forca, ou eu na tua presença me mato.” — E dizendo isto, apontou ao pescoço uma navalha de barba."
CAPÍTULO XIII,O meu pai teve-lhe a mão e disse-lhe que Simão não seria enforcado.
CAPÍTULO XIII,"No dia seguinte, foi o meu pai para o Porto, onde tinha muitos amigos na Relação, e de lá para Lisboa."
CAPÍTULO XIII,"Em princípio de Março de 1805, soube a minha mãe, com grande prazer, que Simão fora removido para as cadeias da Relação do Porto, vencendo os grandes obstáculos que opuseram a essa mudança os queixosos, que eram Tadeu de Albuquerque e as irmãs do morto."
CAPÍTULO XIII,Depois….
CAPÍTULO XIII,"Suspendemos aqui o extrato da carta, para não anteciparmos a narrativa de sucessos, que importa, em respeito à arte, atar no fio cortado."
CAPÍTULO XIII,Simão Botelho vira imperturbavelmente chegar o dia do julgamento.
CAPÍTULO XIII,"Sentou- se no banco dos homicidas sem advogado, nem testemunhas de defesa."
CAPÍTULO XIII,Às perguntas respondeu com o ânimo frio ao interrogatório do juiz.
CAPÍTULO XIII,"Obrigado a explicar a causa do crime, deu-a com toda a lealdade, sem articular o nome de Teresa Clementina de Albuquerque."
CAPÍTULO XIII,"Quando o advogado da acusação proferiu aquele nome, Simão Botelho ergueu-se de golpe, e exclamou: — Que vem aqui fazer o nome de uma senhora a este antro de infâmia e sangue?"
CAPÍTULO XIII,"Que miserável acusador está aí, que não sabe, com a confissão do réu, provar a necessidade do carrasco sem enlamear a reputação de uma mulher?"
CAPÍTULO XIII,"A minha acusação está feita: eu fi-la; agora a lei que fale, e cale-se o vilão que não sabe acusar sem infamar."
CAPÍTULO XIII,O juiz impôs-lhe silêncio.
CAPÍTULO XIII,"Simão sentou-se, murmurando: — Miseráveis."
CAPÍTULO XIII,Todos!
CAPÍTULO XIII,"Ouviu o réu a sentença de morte na forca, arvorada no local do delito."
CAPÍTULO XIII,E ao mesmo tempo saíram dentro da multidão uns gritos dilacerantes.
CAPÍTULO XIII,"Simão voltou a face para o povo, e disse: — Ides ter um belo espetáculo, senhores!"
CAPÍTULO XIII,A forca é a única festa do povo!
CAPÍTULO XIII,Levai daí essa pobre mulher que chora: essa é a única criatura para quem o meu suplício não será um passatempo.
CAPÍTULO XIII,"Mariana foi transportada em braços até ao seu casebre em que se instalara, na vizinhança da cadeia."
CAPÍTULO XIII,Os robustos braços que a levaram eram os do seu pai.
CAPÍTULO XIII,"Simão Botelho, quando, em toda a agilidade e força dos dezoito anos, ia do tribunal ao cárcere, ouviu algumas vozes que se alternavam deste modo: — Quando é que ele vai morrer? — É bem feito!"
CAPÍTULO XIII,Vai pagar pelos inocentes que o pai mandou enforcar. — Queria apanhar a morgada à força de balas! — Não.
CAPÍTULO XIII,"Estes fidalgos pensam é que não há mais nada na vida senão matar! — Matasse ele um pobre, e verias como ele estava agora em casa! — Isso é verdade! — E olhem como vai ele de cara no ar! — Deixa ir, que não tarda quem lha faça cair ao chão! — Dizem que o carrasco já vem a caminho. — Já chegou de noite, e trazia dois cutelos numa coifa. — Tu viste-o — Não."
CAPÍTULO XIII,"Mas disse-me a minha comadre que lho dissera a vizinha do cunhado da irmã, que o carrasco está escondido num calabouço. — E hás de levar os pequenos a ver o criminoso padecer? — Claro!"
CAPÍTULO XIII,"Estes exemplos não se devem perder. — Eu cá por mim já vi enforcar três, que me lembre, todos por assassínio. — Como se tu, há dois anos, não tivesses acabado a vida do Amaro Lampreia, lá na casa do diabo! — Assim foi; mas, se eu o não matasse, matava-me ele a mim. — Então para que serve o exemplo? — E eu sei cá para que serve?"
CAPÍTULO XIII,"O frei Anselmo dos franciscanos é que prega aos pais que levem os filhos a verem os enforcados. — Isso há de ser para não o esfolarem a ele, quando ele nos esfola com os peditórios."
CAPÍTULO XIII,"Tão desassombrado ia o espírito de Simão, que algumas vezes lhe esvoaçou nos lábios o sorriso, desafiado pela filosofia do povo acerca da forca."
CAPÍTULO XIII,"Recolhido ao seu quarto, foi intimado para apelar da sentença, dentro do prazo legal."
CAPÍTULO XIII,"Respondeu que não apelava, que estava contente da sua sorte, e das boas avenças com a justiça."
CAPÍTULO XIII,"Perguntou por Mariana, e o carcereiro disse-lhe que a mandava chamar."
CAPÍTULO XIII,"Veio João da Cruz, e a chorar lastimou-se do medo de perder a filha, porque a via delirante a falar em forca, e a pedir que a matassem primeiro."
CAPÍTULO XIII,"Agudíssima foi então a dor do académico ao compreender, como se instantaneamente lhe fulgurasse a verdade, que Mariana o amava até ao extremo de morrer."
CAPÍTULO XIII,"Por momentos, esvaiu-se-lhe do coração a imagem de Teresa, se é possível assim pensá-lo."
CAPÍTULO XIII,"Vê-la-ia porventura como um anjo redimido em serena contemplação do seu Criador; e veria Mariana como o símbolo da tortura, morrer a pedaços, sem instantes de amor remunerado que lhe dessem a glória do martírio."
CAPÍTULO XIII,"Uma, morrendo amada; outra, agonizando, sem ter ouvido a palavra amor dos lábios que escassamente balbuciavam frias palavras de gratidão."
CAPÍTULO XIII,E chorou então aquele homem de ferro.
CAPÍTULO XIII,"Chorou lágrimas que valiam bem as amarguras de Mariana. — Vá cuidar depressa da sua filha, senhor Cruz! — disse Simão com fervente súplica ao ferrador — Deixe-me a mim, que estou vigoroso e bom."
CAPÍTULO XIII,"Vá consolar essa criatura, que nasceu debaixo da minha má estrela."
CAPÍTULO XIII,Tire-a de Viseu: leve-a para a sua casa.
CAPÍTULO XIII,Salve-a para que neste mundo fiquem duas irmãs que me chorem.
CAPÍTULO XIII,"Os favores que me tem feito, agora dispensa-os na brevidade da minha vida."
CAPÍTULO XIII,Daqui a dias mandam-me recolher ao oratório: será melhor que a sua filha não o saiba.
CAPÍTULO XIII,"De volta ao casebre, João da Cruz achou a filha prostrada no pavimento, ferida no rosto, chorando e rindo, demente."
CAPÍTULO XIII,"Levou-a amarrada para a sua casa, e deixou a cargo de outra pessoa a sustentação do condenado."
CAPÍTULO XIII,Terribilíssimas foram então as horas solitárias do infeliz.
CAPÍTULO XIII,"Até àquele dia, Mariana, querida do carcereiro e protegida pela amiga de D Rita Preciosa, tinha entrada fácil no cárcere a toda a hora do dia, e raras eram as horas em que deixava o preso sozinho."
CAPÍTULO XIII,"Costurava, enquanto ele escrevia, ou cuidava da limpeza da cela."
