Title,Cited by,DOI,Link,Abstract,AuthorKeyword_1,AuthorKeyword_2,AuthorKeyword_3,AuthorKeyword_4,AuthorKeyword_5,AuthorKeyword_6,AuthorKeyword_7,AuthorKeyword_8,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7
Editorial Introduction: Web-based Archaeology and Collaborative Research,4,10.1080/00934690.2018.1512701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056824686&doi=10.1080%2f00934690.2018.1512701&partnerID=40&md5=c3da59274cca0d7e0775d4a1ccbe82b8,[No abstract available],,,,,,,,,Galeazzi F.,Richards-Rissetto H.,,,,,
History of the Book in Britain,,10.1017/9780511862489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137518214&doi=10.1017%2f9780511862489&partnerID=40&md5=027aa1b86c48d9da6cca2af9e8579c97,"The Cambridge History of the Book in Britain is an authoritative series which surveys the history of publishing, bookselling, authorship and reading in Britain. This seventh and final volume surveys the twentieth and twenty-first centuries from a range of perspectives in order to create a comprehensive guide, from growing professionalisation at the beginning of the twentieth century, to the impact of digital technologies at the end. Its multi-authored focus on the material book and its manufacture broadens to a study of the book’s authorship and readership, and its production and dissemination via publishing and bookselling. It examines in detail key market sectors over the course of the period, and concludes with a series of essays concentrating on aspects of book history: the book in wartime; class, democracy and value; books and other media; intellectual property and copyright; and imperialism and post-imperialism. © Cambridge University Press 2019.",,,,,,,,,Nash A.,Squires C.,Willison I.R.,,,,
Media Ethics and Global Justice in the Digital Age,30,10.1017/9781316585382,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087681899&doi=10.1017%2f9781316585382&partnerID=40&md5=956a366ba06cf002fae58dfea7cb5649,"Today's digital revolution is a worldwide phenomenon, with profound and often differential implications for communities around the world and their relationships to one another. This book presents a new, explicitly international theory of media ethics, incorporating non-Western perspectives and drawing deeply on both moral philosophy and the philosophy of technology. Clifford Christians develops an ethics grounded in three principles - truth, human dignity, and non-violence - and shows how these principles can be applied across a wide range of cases and domains. The book is a guide for media professionals, scholars, and educators who are concerned with the global ramifications of new technologies and with creating a more just world. © Clifford G. Christians 2019.",,,,,,,,,Christians C.G.,,,,,,
Collaborative Approaches to Archaeology Programming and the Increase of Digital Literacy among Archaeology Students,3,10.1515/opar-2019-0010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065103506&doi=10.1515%2fopar-2019-0010&partnerID=40&md5=477bb9d71e02131396c3641c110b62b4,"Digital methods provide archaeologists with ever-increasing opportunities to collect more data about the past in new formats. These larger evidentiary datasets, in turn, help us to address questions about the human past with increasing precision. To take full advantage of these opportunities, archaeologists must develop digital literacy skills and learn how to lead digital projects. Here, we describe seven digitally-based projects we have undertaken at the University of Pennsylvania in order to create new tools for archaeological data collection and sharing, as well as to test collaborative models for the digital humanities programming process. In these projects, archaeology students work directly with engineering students. Through this interface, the students from both areas gain valuable transdisciplinary experience while experimenting with new ways to accomplish programming goals and to collect archaeological data. The learning potential for these students was a key motivation for our initiative. Our projects have already led to several websites and digital applications that are available as open source downloads. We present our impressions of this collaborative process with the goal of encouraging other archaeologists to form similar digital humanities partnerships. © 2019 Peter J Cobb et al., published by De Gruyter.",archaeological training,digital humanities,digital project management,mobile data collection,pedagogy,,,,Cobb P.J.,Sigmier J.H.,Creamer P.M.,French E.R.,,,
Elaborating a framework for communicating assessment aims in higher education,3,10.1080/02602938.2018.1522615,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055679296&doi=10.1080%2f02602938.2018.1522615&partnerID=40&md5=d967414ff628b6bc3b5677c748379a13,"Assessment is a central feature of student learning in higher education and has a strong influence on the student experience. Accordingly, the appropriate communication of assessment aims is a priority for all higher education institutions. This study proposes an analytical framework for the interpretation and creation of assessments across higher education disciplines. The framework suggests that assessments can be categorised according to rhetorical purposes, formats, modes and group arrangements. Assessments from three degree programmes at one Australian university are analysed using the framework to show its usefulness in classifying and evaluating task components and generating broad images of degrees based on assessment regimes. We draw on these practical applications to explain and compare discipline-specific qualities of each degree, and argue that the framework might enhance the communication of assessment aims to benefit higher education stakeholders. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",Assessment design,assessment framework,higher education,,,,,,Thomas D.,Moore R.,Rundle O.,Emery S.,Greaves R.,te Riele K.,Kowaluk A.
Audience response systems in a korean cultural context: Poll everywhere’s effects on student engagement in english courses,4,10.18823/asiatefl.2019.16.2.12.624,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070713107&doi=10.18823%2fasiatefl.2019.16.2.12.624&partnerID=40&md5=9f395e9d5c8d1cb11967841f60ab2c18,"This study sought to examine the use of Poll Everywhere as an Audience Response System (ARS) within the English conversation classroom at a Korean university. The findings of this study addressed student engagement in English conversation courses and the relationship it has with Poll Everywhere. Over the course of two semesters, students were exposed to instruction laced with an ARS in the form of Poll Everywhere to stimulate English conversation. The students were then asked to respond to how it affected their motivation and desire to speak English in class. Students overwhelmingly noted that the use of Poll Everywhere in the classroom enhanced their learning experience, allowed them to be more enthusiastic, interested, and motivated to respond in English, and generally increased their engagement in English instruction. Furthermore, it was noted by the students that factors such as anonymousness, novelty of teaching style, and the ability to aid in the expression of English allowed for them to engage more in English lessons as they produced English language in a classroom setting. The results of the study hypothesized that Korean university students respond positively to Poll Everywhere integration that allowed for enhanced engagement in English conversation classes. © 2004 AsiaTEFL.org. All rights reserved.",Audience response system,English conversation,Interactive technology,Korean university,Student engagement,,,,Jones A.G.,,,,,,
Designing co-creative AI for public spaces,13,10.1145/3325480.3325504,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068692246&doi=10.1145%2f3325480.3325504&partnerID=40&md5=5d67f9c9b90351b9f2f7fe969b33f06b,"Artificial intelligence (AI) is becoming increasingly pervasive in our everyday lives. There are consequently many common misconceptions about what AI is, what it is capable of, and how it works. Compounding the issue, opportunities to learn about AI are often limited to audiences who already have access to and knowledge about technology. Increasing access to AI in public spaces has the potential to broaden public AI literacy, and experiences involving co-creative (i.e. collaboratively creative) AI are particularly well-suited for engaging a broad range of participants. This paper explores how to design co-creative AI for public interaction spaces, drawing both on existing literature and our own experiences designing co-creative AI for public venues. It presents a set of design principles that can aid others in the development of co-creative AI for public spaces as well as guide future research agendas. © 2019 ACM.",Co-creative ai,Collaboration,Human-centered ai,Public displays,Reflection on design processes,,,,Long D.,Jacob M.,Magerko B.,,,,
The Routledge research companion to travel writing,5,10.4324/9781315613710,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086984364&doi=10.4324%2f9781315613710&partnerID=40&md5=baef71ab5b64bfcbfee32b442315e8bc,"Showcasing established and new patterns of research, The Routledge Research Companion to Travel Writing takes an interdisciplinary approach to scholarship and to travel texts themselves. The volume adopts a thematic approach, with each contributor considering a specific aspect of travel writing - a recurrent motif, an organising principle or a literary form. All of the essays include a discussion of representative travel texts, to ensure that the volume as a whole represents a broad historical and geographical range of travel writing. Together, the 25 essays and the editors' introduction offer a comprehensive and authoritative reflection of the state of travel writing criticism and lay the ground for future developments. © 2020 selection and editorial matter, Alasdair Pettinger and Tim Youngs. All rights reserved.",,,,,,,,,Pettinger A.,Youngs T.,,,,,
Mapping (for) resilience across city scales: An opportunity to open-up conversations for more inclusive resilience policy?,16,10.1016/j.envsci.2019.05.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065968246&doi=10.1016%2fj.envsci.2019.05.014&partnerID=40&md5=423355a84cfcf31b2c71edd33e2a44b1,"There are growing calls, across a continuum from international agreements to social movements, for strengthening urban resilience alongside reductions in inequality and poverty. Although there is broad agreement on what the term resilience means in general, different perspectives exist on how the concept should be implemented locally and controversies around its transformative potential continue. While differing social and institutional factors are important, the ways in which knowledge practices produce these diverse perspectives have been overlooked. To address this gap, this paper focuses on the role of spatial knowledge and mapping practices for resilience and disaster risk reduction. Traditionally, much of the spatial data used for planning has been quantitative and at broad, city-level scales. However, although experiential understandings of resilience have been widely identified, there have been few attempts to integrate these perspectives, often relying on qualitative andexperiential knowledge, into city-level resilience planning. Bringing together insights from Science and Technology Studies and Human Geography, this paper explores the opportunities that different mapping techniques provide for resilience thinking and planning. Our starting point is that science and technology are not neutral for governance and can both open up or close down governance options. Using case studies from Nairobi and Cape Town, our findings show that mapping practices are heterogeneous and produce diverse understandings of resilience. Although traditional methods dominate city mapping in these case studies, we find innovation at both the city and finer spatial scales. Maps and mapping offer opportunities for resilience via connecting diverse actors, scales and forms of knowledge. We suggest that more work is needed on how to include non-traditional methods, from those that value local experience and the voice of the marginalized to more quantitative mapping methods. While fully integrating diverse approaches may not be possible, nor desirable, bringing them into conversation helps open-up deliberative spaces for resilience. © 2019 The Authors",Cape Town,Informal settlements,Mapping,Nairobi,Resilience,Science-policy,,,Borie M.,Ziervogel G.,Taylor F.E.,Millington J.D.A.,Sitas R.,Pelling M.,
Having your story and data too: The Australian colonial narrative journalism database,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083875561&partnerID=40&md5=24de8a6b0b3c27e8c1a20cac18f9a07a,"The Australian Colonial Narrative Journalism (ACNJ) database (1788-1901) is a digital archive of colonial literary journalism. It is an expression of cultural memory in Australia using examples of colonial writers and their featured works-from the journalists who captured the bushranger Ned Kelly and his gang, to those who sailed undercover to expose the “blackbirding” trade in northern Australia, to the women who first wrote and published Australian profiles, including the earliest known written portraits of Aboriginal Australians. Research institutions are increasingly interested in creative digital dissemination strategies to target audiences for exploring, interrogating, and communicating new knowledge both within and beyond academia. At the same time, the focus of archival theory, in acknowledgement of the political framework behind archiving, has moved from evidence to memory. The online archivist has been transformed from a passive curator to a community facilitator, asking questions around the role of archives-whether the archives are being posited as projects of collective identity that serve the interests of the community in power or as diverse collections from a range of communities with differing levels of empowerment. With those factors in mind, this study explores the creation of the database and its transfer from an experimental WordPress site to being hosted by AustLit, the online national literary research resource. In the process, the study examines the issues involved in establishing and building the database, which range from attempts to define the form as it evolved in Australia's colonial history, to the potential role of the database as a cultural narrator, a creator and facilitator of cultural memory, and a creative dissemination strategy rendering social historical themes in a democratized online form that can be delivered to a broad constituency of users. © 2019 Literary Journalism Studies. All rights reserved.",Australian journalism history,Digital archives,Digital history,Journalism history,Literary journalism,,,,McDonald W.,Avieson B.,,,,,
An “open lab?” the electronic textual cultures lab in the evolving digital humanities landscape,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120361917&partnerID=40&md5=dd2a0125566b53a1013c53a109ad3107,"As the scholarly landscape evolves into a more “open” plain, so do the shapes of institutions, labs, centres, and other places and spaces of research, including those of the digital humanities (DH). The continuing success of such research largely depends on a commitment to open access and open source philosophies that broaden opportunities for a more efficient, productive, and universal design and use of knowledge. The Electronic Textual Cultures Laboratory (ETCL; etcl.uvic.ca) is a collaborative centre for digital and open scholarly practices at the University of Victoria, Canada, that engages with these transformations in knowledge creation through its umbrella organization, the Canadian Social Knowledge Institute (C-SKI), that coordinates and supports open social scholarship activities across three major initiatives: The ETCL itself, the Digital Humanities Summer Institute (DHSI; dhsi.org), and the Implementing New Knowledge Environments (INKE; inke.ca) Partnership, including sub-projects associated with each. Open social scholarship is the practice of creating and disseminating public-facing scholarship through accessible means. Working through C-SKI, we seek ways to engage communities more widely with publicly funded humanities scholarship, such as through research creation and dissemination, mentorship, and skills training. © 2020, Alliance of Digital Humanities Organisations. All rights reserved.",,,,,,,,,El Khatib R.,Arbuckle A.,Siemens L.,Siemens R.,Winter C.,,
Sense-making and shared meaning in language and literacy education: Designing research-based literacy programs for children,,10.4324/9780429055850,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118070261&doi=10.4324%2f9780429055850&partnerID=40&md5=ae4dae5af750c1204894da6bc0e547db,"This textbook provides a framework for teaching children’s language and literacy and introduces research-based tactics for teachers to use in designing their literacy programs for children. Exploring how sense-making occurs in contemporary literacy practice, Murphy comprehensively covers major topics in literacy, including contemporary multimodal literacy practices, classroom discourse, literacy assessment, language and culture, and teacher knowledge. Organized around themes-talk, reading and composing representation-this book comprehensively invites educators to make sense of their own teaching practices while demonstrating the complexities of how children make sense of and represent meaning in today’s world. Grounded in research, this text features a wealth of real-world, multimodal examples, effective strategies and teaching tactics to apply to any classroom context. Ideal for literacy courses, preservice teachers, teacher educators and literacy scholars, this book illustrates how children become literate in contemporary society and how teachers can create the conditions for children to broaden and deepen their sense-making and expressive efforts. © 2021 Taylor & Francis.",,,,,,,,,Murphy S.,,,,,,
Expanding Library GIS Instruction to Web Mapping in the Age of Neogeography,,10.1080/15420353.2021.1935399,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111683477&doi=10.1080%2f15420353.2021.1935399&partnerID=40&md5=5a33477a64081b65fddb2966508475e4,"The past two decades witnessed the flourishing of GeoWeb, a web infused with geospatial services and applications, which has given rise to a trend that non-experts are increasingly involved in creating digital maps, collecting spatial data, and developing mapping mashups or applications, known as neogeography. In light of that, the general public and researchers/students in higher education institutions are becoming increasingly interested in these technologies. However, a gap exists between the GIS educational programs offered by public/academic libraries in Canada and the fast developing web mapping technologies as well as the shifting needs of users. This article describes two web mapping workshop initiatives at a public library and an academic library, arguing web mapping technologies provides new opportunities to adapt ACRL Information Literacy to GIS education, and advocating academic and public libraries’ involvement in web mapping instruction in the age of neogeography. © 2021 The Author(s). Published with license by Taylor & Francis Group, LLC.",instruction,library,Neogeography,the ACRL Framework,web GIS,web mapping,,,Zhang S.,,,,,,
Designing a collaborative peer-to-peer system for archaeology: The digventures platform,2,10.5334/jcaa.34,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105872063&doi=10.5334%2fjcaa.34&partnerID=40&md5=26b32ca9f61397aa7d2b8c2f38431a8c,"Digital technologies are ubiquitous in archaeology, and have been argued to improve workflows across the archaeological knowledge chain; but to what extent have digital tools materially changed the nature of archaeological scholarship or the role of archaeologists in knowledge production? This paper compares a traditional ‘pipeline’ with a networked ‘platform’ model of fieldwork, assessing the impact of technology-enabled participation on archaeology’s disciplinary and professional boundaries. In contrast to the collaborative potential of peer-to-peer systems, the current vogue for intra-site digital tools (such as tablet recording, GIS, and 3D technologies) can be seen to augment rather than reinvent pre-digital workflows. This point will be illustrated through an assessment of the UK based collaborative platform, DigVentures, in contrast with recent high-profile initiatives to transition to digital workflows by other established field projects. Evaluated through the lens of Nesta’s recent typology of platform organisations in the ‘collaborative economy’, it will model the underlying dynamics of peer-to-peer interaction by utilising the ‘Platform Design Toolkit’, considered alongside a worked project example and assessment of digital web analytics of the DigVentures platform. It will finally consider how a peer-to-peer system is experienced by scholars themselves, and the changing role of the archaeologist in a system that shifts the locus of work beyond the physical limits of an organisation, to open up the archaeological process to anyone who chooses to participate. © 2020 The Author(s).",Collaborative economy,Crowdfunding,Crowdsourcing,Digital,Peer-to-peer,Platform,,,Wilkins B.,,,,,,
Communicating Academic Knowledge Beyond the Written Academic Text: An Autoethnographic Analysis of the Mirror Palace of Democracy Installation Experiment,2,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099461004&partnerID=40&md5=3b40517137bc18e23ee33c0d204028d0,"The article first discusses five approaches that aim to transcend, complement, or overturn the hegemony of the written academic text. These five approaches are (1) the cluster of science communication, science popularization, and knowledge dissemination; (2) the cluster of knowledge exchange, and participatory, transformative, and interventionist (action) research; (3) multimodal academic communication; (4) the cluster of visual anthropology and visual sociology; and (5) arts-based research. As each approach deals with (overcoming) the hegemony of the written academic text differently, the first part of the article details these approaches. In the second part, the Mirror Palace of Democracy installation experiment, which had the explicit objective of moving beyond the written academic text while still remaining in the realm of academic knowledge communication, is autoethnographically analyzed. The experiment allowed reflection on the integrated and iterative nature of academic communication, on the hybrid academic–artistic identity, and on the diversification of publics. Both the theoretical discussion on the five approaches and the Mirror Palace of Democracy installation are part of a call for more experimentation with, and theorization of, multimodal and/or arts-based academic communication. Copyright © 2020 (Nico Carpentier)",academic communication,arts-based research,contingency,democracy,installation art,multimodal scholarship,participation,representation,Carpentier N.,,,,,,
The royal society corpus 6.0 providing 300+ years of scientific writing for humanistic study,6,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096574360&partnerID=40&md5=a4009db1a55133c017d8cfba9256a1b6,"We present a new, extended version of the Royal Society Corpus (RSC), a diachronic corpus of scientific English now covering 300+ years of scientific writing (1665-1996). The corpus comprises 47 837 texts, primarily scientific articles, and is based on publications of the Royal Society of London, mainly its Philosophical Transactions and Proceedings. The corpus has been built on the basis of the FAIR principles and is freely available under a Creative Commons license, excluding copy-righted parts. We provide information on how the corpus can be found, the file formats available for download as well as accessibility via a web-based corpus query platform. We show a number of analytic tools that we have implemented for better usability and provide an example of use of the corpus for linguistic analysis as well as examples of subsequent, external uses of earlier releases. We place the RSC against the background of existing English diachronic/scientific corpora, elaborating on its value for linguistic and humanistic study. © European Language Resources Association (ELRA), licensed under CC-BY-NC",Corpus (Creation Annotation Etc.),Digital Humanities,Language Modelling,Text Analytics,,,,,Fischer S.,Knappen J.,Menzel K.,Teich E.,,,
Integrating Digital Datasets into Public Engagement through ArcGIS StoryMaps,,10.1017/aap.2020.14,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096016047&doi=10.1017%2faap.2020.14&partnerID=40&md5=e6f4c9b0ad83956f548ba89e62a365a1,"Archaeologists have a responsibility to use their research to engage people and provide opportunities for the public to interact with cultural heritage and interpret it on their own terms. This can be done through hypermedia and deep mapping as approaches to public archaeology. In twenty-first-century archaeology, scholars can rely on vastly improved technologies to aid them in these efforts toward public engagement, including digital photography, geographic information systems, and three-dimensional models. These technologies, even when collected for analysis or documentation, can be valuable tools for educating and involving the public with archaeological methods and how these methods help archaeologists learn about the past. Ultimately, academic storytelling can benefit from making archaeological results and methods accessible and engaging for stakeholders and the general public. ArcGIS StoryMaps is an effective tool for integrating digital datasets into an accessible framework that is suitable for interactive public engagement. This article describes the benefits of using ArcGIS StoryMaps for hypermedia and deep mapping-based public engagement using the story of copper production in Iron Age Faynan, Jordan, as a case study. Copyright © The Author(s) 2020 Published by Cambridge University Press on behalf of Society for American Archaeology.",deep mapping,GIS,Jordan,multimedia,photogrammetry,public archaeology,,,Howland M.D.,Liss B.,Levy T.E.,Najjar M.,,,
Using a Personality-Profiling Algorithm to Investigate Political Microtargeting: Assessing the Persuasion Effects of Personality-Tailored Ads on Social Media,22,10.1177/0093650220961965,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092940843&doi=10.1177%2f0093650220961965&partnerID=40&md5=7922af8e26dcc69690e64c34d1644f56,"Political advertisers have access to increasingly sophisticated microtargeting techniques. One such technique is tailoring ads to the personality traits of citizens. Questions have been raised about the effectiveness of this political microtargeting (PMT) technique. In two experiments, we investigate the causal effects of personality-congruent political ads. In Study 1, we first assess participants’ extraversion trait by means of their own text data (i.e., by using a personality profiling algorithm), and in a second phase, target them with either a personality-congruent or incongruent political ad. In Study 2, we followed the same protocol, but instead targeted participants with emotionally-charged congruent ads, to establish whether PMT can be effective on an affect-based level. The results show evidence that citizens are more strongly persuaded by political ads that match their own personality traits. These findings feed into relevant and timely contributions to a salient academic and societal debate. © The Author(s) 2020.",advertising,new technology,persuasion,political deliberation,,,,,Zarouali B.,Dobber T.,De Pauw G.,de Vreese C.,,,
Make me care: Ethical visualization for impact in the sciences and data sciences,,10.1007/978-3-030-49713-2_27,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088746261&doi=10.1007%2f978-3-030-49713-2_27&partnerID=40&md5=53d1fb7f75ec514b383d66fe82b7cd41,"Scientists and data scientists have long aspired to eliminate bias from their visualizations. This paper argues that eliminating bias from visualizations is impossible, efforts to do so have negative real-world consequences for people, and that strategically emphasizing bias in visualizations is not only desirable, but also ethical. The growing public mistrust in science has not been helped by efforts to produce visualizations devoid of bias. This paper further argues that ethical visualization can only be achieved by acknowledging and embracing the treacherous nature of data visualization as a medium, committing to an ethics of care in visualization, investigating the potential for both benefit and harm when visualizing specific data, and then employing strategies to mitigate the harm involved in creating, using, and sharing visualizations. These strategies center around consciously crafting a visual frame (ie bias) for communicating data to a given audience. This paper offers 1) a critical lens on the rhetorical nature of visualizations, 2) the Hippocratic oath as a means of committing to maximizing the benefit, and mitigating the harm, done by visualizations, 3) ethical visualization for impact as a practical strategy for taming treacherous visualizations, and 4) compassionate visualizations as the end goal of following ethical visualization practices. © Springer Nature Switzerland AG 2020.",Care ethics,Compassion,Science communication,Visualization,,,,,Hepworth K.J.,,,,,,
Cyborgs in cyberspace: contemporary research in cyber-and digital anthropology [Kiborgi v kiberprostranstve: Sovremennye issledovaniia v oblasti kiber-i tsifrovoi antropologii],,10.31857/S086954150008752-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086575142&doi=10.31857%2fS086954150008752-7&partnerID=40&md5=368ec6c0d8f9df79a03a9a79a8743d65,"The article introduces the special theme of the issue on the “Anthropology of Cyberspace and Digital Technologies” and reviews the publications in various subfields and research areas in cyber-and/or digital anthropology of the last quarter of a century. They are subdivided into several broad categories, including methodology of digital ethnography, anthropological study of digital technologies and their influence on culture, language and society, and the research on digital professions, subcultures and identities. The article identifies key authors and publications in these fields, thus providing a guide for scholars who are planning research in one of the areas covered. Finally, it briefly assesses the current development of digital anthropology in Russia and mentions journals and centers that specialize in digital studies. The thematic collection includes contributions by Sokolovskiy S.V., Zemnukhova L.V., Kasatkina A.K., Poretskova A.A. and Slavgorodskii-Kazanets T.V., Sokolova E.K. and Shevchenko S.Yu., Kozhevnikova М. and Karpova S.V. © Institute of Ethnology and Anthropology RAS.",Augmented reality,Cyberculture,Digital activism,Digital culture,Digital humanities,Immersive technolo-gies,Netnography,,Sokolovskiy S.V.,,,,,,
Creating mediated touch gestures with vibrotactile stimuli for smart phones,1,10.1145/3374920.3374981,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082496575&doi=10.1145%2f3374920.3374981&partnerID=40&md5=5b0504ab306dbe0d231dce6624cd352a,Mediated touch gestures are essential for delivering information in social networking. This study presents a method to create mediated touch gestures with vibrotactile stimuli for smart phones and explores the effectiveness of applying mediated touch gestures with vibrotactile stimuli when sending text and stickers in instant messaging applications. We developed a preliminary prototype to record vibration signals of touch gestures. The envelopes of the recorded signals are approximated by piecewise linear functions and then translated to MIDI parameters for generating vibrotactile stimuli. We applied mediated touch gestures in instant messaging applications as haptic icons. A user study showed that gesture traits and the contact time affected the sensation of haptic icons. The enhancement effect of touch gestures was influenced by the contact time. © 2020 Association for Computing Machinery.,Instant messaging applications,Mediated social touch,Smart phones,Touch gestures,Touchscreens,Vibrotactile stimuli,,,Wei Q.,Li M.,Hu J.,Feijs L.,,,
Making the digital turn: Identifying the user requirements of digital scholarship services in university libraries,7,10.1016/j.acalib.2020.102135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079236665&doi=10.1016%2fj.acalib.2020.102135&partnerID=40&md5=52c16a0744c6363fde439ee1ca01b0b0,"This paper reports on a research study aiming to identify the user requirements of digital scholarship services (DSS) in university libraries. Due to the exploratory nature of this study, a case study approach was adopted as the overarching methodology. Wuhan University Library (one of the top university libraries in China) was adopted as the case study. Specifically, a mixed qualitative-quantitative approach was employed for the case analysis. A qualitative study was performed aiming to identify and qualify users' DSS requirements. The analysis of qualitative interview data pointed to 17 DSS requirements under five themes: formulating research ideas, locating research partners, writing research proposals, conducting research, and publishing results. Subsequently, a quantitative Kano model analysis was undertaken to validate, verify and prioritise the DSS requirements identified. Based on measuring individual requirements' priority, DSS requirements were classified into four types: must-be, one-dimensional, attractive, and indifference. Finally, a set of strategic suggestions for DSS development were devised. This paper is of interests to library and information science researchers, as well as library managers and professionals. Although the data were collected from a university library in China, the research findings provide useful insights and implications that can be shared across international borders. © 2020",Case study,Digital scholarship,Kano model analysis,Library services,University library,User requirements,,,Li B.,Song Y.,Lu X.,Zhou L.,,,
(Google-)Knowing Economics,,10.1080/02691728.2019.1702735,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078624158&doi=10.1080%2f02691728.2019.1702735&partnerID=40&md5=82a617839c0f3d9683742205bd06228c,"How is economics made public? Specifically, how is economics made public on Google? Here we explore a methodological problem–studying google-knowing–and simultaneously explore the more pragmatic problem of the public-making of economics. We argue there has been very little attempt either to make economics public or to understand what is currently in the public sphere about economics. This is especially stark when compared to other knowledge contributors to society, like science. We start to remedy this gap by using a methodological figure: the google-knower. Google-knowing is central to how knowledge is created and circulated in society in the digital age and raises a range of questions at the heart of how we understand and make sense of our (economic) world. In this paper, we make common cause with google-knowers by searching on Google for economics. We find a picture of a discipline marked on the one hand by secrecy and gatekeeping and on the other by an insistence that it is not boring. We also argue that using the figure of the google-knower as a methodological tool offers insights into classic questions in epistemology, such as objectivity, knowledge as a commodity, a knowers' identity and expertise. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",economics,Google,google-knowing,methodology,,,,,Macknight V.,Medvecky F.,,,,,
Public address as embodied experience: using digital technologies to enhance communicative and civic engagement in the communication classroom,1,10.1080/03634523.2020.1735642,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082771906&doi=10.1080%2f03634523.2020.1735642&partnerID=40&md5=4c7b05496157b556bf70a1754ad52d63,"This study examines how students characterize their experience of a communication-based digital humanities project in relation to elements of situated embodiment and situated learning. Analysis of student response data indicates that the Virtual Martin Luther King Project situates students in a particular space and historical context resulting in communication outcomes including a form of cognitive attention that is conducive of reflection and fosters civic engagement. The essay concludes with a discussion of what is transferable from this case in relation to creating the conditions for situated learning and public address as immersive, embodied experience in communication classrooms. © 2020, © 2020 National Communication Association.",communication pedagogy/education,digital humanities,public speaking,situated embodiment,situated learning,,,,Gallagher V.J.,Renner M.M.,Glover-Rijkse R.,,,,
Research Data Management and Data Literacies,1,10.1016/C2020-0-02068-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136718318&doi=10.1016%2fC2020-0-02068-2&partnerID=40&md5=fd4d277beee0dcf56b862665116ee9d5,"Research Data Management and Data Literacies help researchers familiarize themselves with RDM, and with the services increasingly offered by libraries. This new volume looks at data-intensive science, or ‘Science 2.0’ as it is sometimes termed in commentary, from a number of perspectives, including the tasks academic libraries need to fulfil, new services that will come online in the near future, data literacy and its relation to other literacies, research support and the need to connect researchers across the academy, and other key issues, such as ‘data deluge,’ the importance of citations, metadata and data repositories. This book presents a solid resource that contextualizes RDM, including good theory and practice for researchers and professionals who find themselves tasked with managing research data. © 2022 Elsevier Ltd. All rights reserved.",,,,,,,,,Koltay T.,,,,,,
Driving Science Information Discovery in the Digital Age,,10.1016/B978-0-12-823723-6.01001-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127671313&doi=10.1016%2fB978-0-12-823723-6.01001-6&partnerID=40&md5=23f35e773db5bbcba25943f642845584,"New digital technologies have transformed how scientific information is created, disseminated-and discovered. The emergence of new forms of scientific publishing based on open science and open access have caused a major shift in scientific communication and a restructuring of the flow of information. Specialized indexing services and search engines are trying to get into information seekers’ minds to understand what users are actually looking for when typing all these keywords or drawing chemical structures. Using artificial intelligence (AI), machine learning, and semantic indexing, these “discovery agents” are trying to anticipate users’ information needs. In this highly competitive environment, authors should not sit and rely only on publishers, search engines, and indexing services to make their works visible. They need to communicate about their research and reach out to a larger audience. Driving Science Information Discovery in the Digital Age looks through the “eyes” of the main “players” in this “game” and examines the discovery of scientific information from three different, but intertwined, perspectives: Discovering, managing, and using information (Information seeker perspective) Publishing, disseminating, and making information discoverable (Publisher perspective) Creating, spreading, and promoting information (Author perspective). © 2022 Elsevier Ltd. All rights reserved.",,,,,,,,,Baykoucheva S.,,,,,,
